,小区名称,所在区域,房屋年代,户型,楼层,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,产权年限,位置名称,总价(万),单价(元/平米),建筑类型,楼层总数
2213,锦上国际公寓,二环内,2007,1室1厅1厨1卫,高楼层 ,62.52㎡,南,精装,五梯二十五户,有,70年,长椿街,550.0,87972,塔楼,16
2214,双旗杆东里,二至三环,1995,1室1厅1厨1卫,低楼层 ,47.8㎡,南,精装,两梯十户,有,70年,马甸,699.0,146235,塔楼,18
2215,南礼士路三条北里,二至三环,1985,2室1厅1厨1卫,高楼层 ,57.5㎡,南 北,简装,一梯四户,无,70年,月坛,650.0,113044,板楼,6
2216,北安里9号院,二环内,1984,1室1厅1厨1卫,顶层 ,36.5㎡,南,其他,一梯三户,无,70年,西单,580.0,158905,板楼,6
2217,展览路,二至三环,1956,3室1厅1厨1卫,中楼层 ,86.7㎡,东 西,简装,一梯四户,无,70年,阜成门,830.0,95733,板楼,4
2218,月坛北小街,二至三环,1980,2室1厅1厨1卫,顶层 ,51.5㎡,东,其他,一梯三户,暂无数据,70年,月坛,615.0,119418,板楼,6
2219,真武庙,二至三环,1982,2室1厅1厨1卫,顶层 ,61㎡,南 北,其他,一梯三户,无,70年,木樨地,850.0,139345,板楼,6
2220,华远北街,二环内,2001,2室2厅1厨1卫,中楼层 ,69.7㎡,南 北,精装,两梯七户,有,70年,金融街,928.0,133143,板塔结合,17
2221,复兴门外大街,二至三环,1984,2室1厅1厨1卫,中楼层 ,66.5㎡,东,精装,两梯十户,有,70年,木樨地,780.0,117294,板塔结合,10
2222,新外大街10号院,二至三环,1980,2室1厅1厨1卫,中楼层 ,66.6㎡,南 北,精装,一梯三户,无,70年,马甸,850.0,127628,板楼,5
2223,长椿街12号院,二环内,2000,2室1厅1厨1卫,低楼层 ,85.16㎡,东 西,精装,一梯三户,暂无数据,70年,长椿街,920.0,108032,板楼,12
2224,太平桥大街,二环内,1989,1室1厅1厨1卫,低楼层 ,44.5㎡,东,精装,两梯八户,有,70年,金融街,648.0,145618,板塔结合,16
2225,三义里,二至三环,1980,2室1厅1厨1卫,高楼层 ,50.57㎡,南,简装,一梯三户,无,70年,马连道,471.0,93139,板楼,6
2226,东斜街,二环内,1990,2室1厅1厨1卫,中楼层 ,60.1㎡,南 北,精装,一梯三户,无,70年,西单,900.0,149751,板楼,6
2227,朗琴园,二至三环,2002,4室1厅1厨2卫,高楼层 ,184.36㎡,西南,精装,两梯八户,有,70年,广安门,1900.0,103060,塔楼,29
2228,西豪逸景,二至三环,2004,2室1厅1厨1卫,高楼层 ,97.47㎡,东,精装,三梯十二户,有,70年,广安门,910.0,93363,塔楼,28
2229,车站西街,二至三环,1993,2室1厅1厨1卫,顶层 ,57.57㎡,南 北,精装,一梯两户,无,70年,广安门,545.0,94668,板楼,6
2230,广义街10号院,二环内,1997,2室2厅1厨1卫,中楼层 ,113.95㎡,南 北,精装,一梯两户,无,70年,长椿街,1197.0,105047,板楼,6
2231,建功东里,二环内,1984,2室1厅1厨1卫,高楼层 ,59.09㎡,南 北,简装,一梯三户,无,70年,右安门内,530.0,89694,板楼,6
2232,牛街西里,二环内,2003,1室1厅1厨1卫,高楼层 ,54.97㎡,南,精装,三梯十二户,有,70年,牛街,510.0,92778,塔楼,20
2233,红莲中里,二至三环,1985,2室1厅1厨1卫,中楼层 ,70.09㎡,南 北,简装,两梯七户,有,70年,马连道,635.0,90598,塔楼,18
2234,中信沁园,二环内,2011,2室1厅1厨1卫,低楼层 ,96.31㎡,东 西,其他,两梯四户,有,70年,陶然亭,1235.0,128232,板塔结合,20
2235,牛街东里,二环内,1999,2室1厅1厨1卫,底层 ,81.23㎡,西北,精装,三梯十二户,有,70年,牛街,650.0,80020,塔楼,20
2236,红莲南里,二至三环,1984,2室1厅1厨1卫,中楼层 ,50.2㎡,南,精装,一梯三户,无,70年,马连道,450.0,89642,板楼,6
2237,永乐里10号院,二环内,1984,2室1厅1厨1卫,中楼层 ,57.75㎡,东 西,其他,一梯两户,暂无数据,70年,右安门内,590.0,102165,板楼,6
2238,红居街10号院,二至三环,1997,2室1厅1厨1卫,顶层 ,70.14㎡,南,简装,两梯七户,有,70年,广安门,820.0,116910,塔楼,18
2239,茗筑,二至三环,2008,2室1厅1厨1卫,中楼层 ,104.71㎡,东南,精装,三梯九户,有,70年,马连道,820.0,78312,塔楼,27
2240,宣武门外东大街,二环内,1970,3室1厅1厨1卫,顶层 ,53.97㎡,南 北,其他,一梯六户,有,70年,宣武门,710.0,131555,板楼,11
2241,裕中东里,三至四环,1983,1室1厅1厨1卫,高楼层 ,42.3㎡,南,精装,一梯三户,无,70年,马甸,718.0,169740,板楼,6
2242,复兴门外大街,二至三环,1979,2室0厅1厨1卫,中楼层 ,51㎡,南,精装,两梯十三户,有,70年,木樨地,650.0,127451,板塔结合,12
2243,新壁街,二环内,2004,2室1厅1厨1卫,低楼层 ,50.68㎡,南,其他,一梯四户,无,70年,西单,670.0,132203,板楼,6
2244,裕中东里,三至四环,1983,2室1厅1厨1卫,底层 ,55.6㎡,南 北,其他,一梯三户,无,70年,马甸,890.0,160072,板楼,6
2245,展览路,二至三环,1989,2室1厅1厨1卫,中楼层 ,65.3㎡,南 北,简装,一梯六户,有,70年,阜成门,700.0,107198,板塔结合,10
2246,醋章胡同,二环内,1997,3室2厅1厨2卫,高楼层 ,106.31㎡,南 北,精装,一梯三户,无,70年,牛街,980.0,92184,板楼,6
2247,信德园,二至三环,2002,2室2厅1厨1卫,低楼层 ,107.69㎡,西南,简装,两梯八户,有,70年,菜户营,750.0,69645,塔楼,21
2248,月坛西街乙2号院,二至三环,1990,3室1厅1厨1卫,底层 ,79.8㎡,东南,简装,两梯八户,有,70年,月坛,930.0,116542,塔楼,18
2249,羊肉胡同120号院,二环内,1990,1室1厅1厨1卫,高楼层 ,43.6㎡,南,精装,一梯四户,无,70年,金融街,650.0,149083,板楼,6
2250,半步桥13号院,二环内,1990,1室1厅1厨1卫,高楼层 ,39.58㎡,南,其他,一梯三户,无,70年,右安门内,495.0,125064,板楼,6
2251,南露园,二至三环,1994,1室1厅1厨1卫,低楼层 ,61.8㎡,东,简装,一梯四户,无,70年,阜成门,698.0,112945,板楼,6
2252,陶然北岸,二环内,2004,2室1厅1厨2卫,中楼层 ,112.71㎡,南 北,简装,两梯三户,有,70年,陶然亭,1485.0,131755,板塔结合,18
2253,真武庙二里,二至三环,1978,2室0厅1厨1卫,顶层 ,50.4㎡,东,其他,一梯三户,无,70年,木樨地,620.0,123016,板楼,4
2254,庄胜商住楼,二环内,1999,1室1厅1厨1卫,中楼层 ,90.14㎡,南 北,简装,两梯二十四户,有,70年,宣武门,1170.0,129799,板塔结合,9
2255,北广家园,二至三环,2005,2室1厅1厨2卫,中楼层 ,139.14㎡,东 北,毛坯,两梯四户,有,70年,六铺炕,1500.0,107806,板塔结合,16
2256,手帕口北街,二至三环,1980,2室1厅1厨1卫,低楼层 ,61.38㎡,东,简装,一梯三户,无,70年,广安门,583.0,94983,板楼,6
2257,新安中里,二环内,2004,3室1厅1厨2卫,高楼层 ,82.55㎡,南 北,精装,一梯两户,无,70年,右安门内,830.0,100546,板楼,7
2258,六铺炕二区,二至三环,1981,2室1厅1厨1卫,顶层 ,60.6㎡,南 北,简装,一梯四户,无,70年,六铺炕,765.0,126238,板楼,6
2259,北纬路49号院,二环内,,3室1厅1厨1卫,底层 ,90㎡,南 北,其他,一梯一户,暂无数据,70年,陶然亭,970.0,107778,暂无数据,1
2260,百万庄中里,二至三环,1985,2室1厅1厨1卫,顶层 ,56.9㎡,东 西,其他,一梯两户,无,70年,阜成门,645.0,113357,板楼,6
2261,永乐里10号院,二环内,1984,2室1厅1厨1卫,中楼层 ,54.54㎡,南 北,其他,一梯十五户,暂无数据,70年,右安门内,575.0,105428,板楼,6
2262,万明园,二至三环,1992,1室1厅1厨1卫,底层 ,43㎡,南,精装,一梯四户,无,70年,月坛,530.0,123256,板楼,6
2263,丽水莲花,二至三环,2009,2室1厅1厨1卫,高楼层 ,89.95㎡,东北,简装,两梯四户,有,70年,广安门,760.0,84492,塔楼,24
2264,远见名苑,二至三环,2004,2室1厅1厨1卫,中楼层 ,75.83㎡,西南 北,其他,三梯十四户,有,70年,广安门,796.0,104972,塔楼,26
2265,虎坊路小区,二环内,1965,2室1厅1厨1卫,底层 ,50.53㎡,南 北,其他,一梯四户,无,70年,陶然亭,462.0,91431,板楼,5
2266,马连道西里,二至三环,1996,2室1厅1厨1卫,底层 ,92.29㎡,南 北,简装,一梯两户,无,70年,马连道,780.0,84517,板楼,6
2267,荣丰2008,二至三环,2004,1室0厅1厨1卫,低楼层 ,43.35㎡,南,精装,四梯三十九户,有,70年,广安门,386.0,89043,塔楼,20
2268,鸭子桥北里,二至三环,1998,3室2厅1厨2卫,中楼层 ,120.82㎡,南 北,其他,一梯两户,无,70年,天宁寺,1060.0,87734,板楼,6
2269,宣武门外西里,二环内,1973,2室1厅1厨1卫,高楼层 ,61.11㎡,南 北,精装,一梯三户,无,70年,宣武门,649.0,106202,板楼,6
2270,六铺炕三区,二至三环,1999,1室1厅1厨1卫,中楼层 ,62.6㎡,南,简装,两梯三户,有,70年,六铺炕,883.0,141055,板塔结合,12
2271,塔院胡同12号院,二至三环,1988,2室1厅1厨1卫,顶层 ,57.6㎡,南 北,其他,一梯两户,无,70年,六铺炕,795.0,138021,板楼,6
2272,羊肉胡同120号院,二环内,1990,1室1厅1厨1卫,高楼层 ,41.5㎡,南,精装,一梯四户,无,70年,金融街,610.0,146988,板楼,6
2273,白云观,二至三环,1976,2室1厅1厨1卫,中楼层 ,57.8㎡,南 北,精装,一梯三户,无,70年,木樨地,760.0,131488,板楼,5
2274,新兴中巷,二至三环,1994,2室1厅1厨1卫,顶层 ,61.4㎡,南 北,简装,一梯两户,无,70年,西直门,630.0,102606,板楼,6
2275,二七剧场路,二至三环,1987,2室1厅1厨1卫,低楼层 ,59㎡,东 西南,简装,两梯十三户,有,70年,月坛,737.0,124916,塔楼,23
2276,牛街西里,二环内,1999,1室1厅1厨1卫,底层 ,57.67㎡,西南,其他,三梯十二户,有,70年,牛街,518.0,89822,塔楼,19
2277,六铺炕二区,二至三环,1958,2室1厅1厨1卫,顶层 ,58.23㎡,南,其他,一梯三户,无,70年,六铺炕,800.0,137387,板楼,3
2278,北露园,二至三环,1993,1室1厅1厨1卫,中楼层 ,39.6㎡,南,精装,一梯六户,无,70年,阜成门,495.0,125000,板楼,6
2279,车站西街1号院,二至三环,2006,2室1厅1厨1卫,高楼层 ,66.01㎡,北,精装,两梯十二户,有,70年,广安门,520.0,78776,板塔结合,8
2280,西直门外南路21号院,二至三环,1992,1室1厅1厨1卫,顶层 ,51.77㎡,南 北,精装,一梯两户,无,70年,车公庄,535.0,103342,板楼,6
2281,远见名苑,二至三环,2004,2室1厅1厨1卫,低楼层 ,82.54㎡,东,其他,两梯七户,有,70年,广安门,835.0,101164,板塔结合,20
2282,月坛南街小四道口,二至三环,1994,1室1厅1厨1卫,中楼层 ,49.03㎡,南,其他,一梯三户,无,70年,月坛,654.0,133388,板楼,6
2283,法源寺西里小区,二环内,1998,2室1厅1厨1卫,高楼层 ,69.99㎡,南 北,精装,一梯六户,无,70年,牛街,690.0,98586,板楼,6
2284,荣丰2008,二至三环,2004,1室0厅1厨1卫,中楼层 ,25.75㎡,北,精装,四梯三十九户,有,70年,广安门,330.0,128156,塔楼,20
2285,真武庙,二至三环,1992,2室1厅1厨1卫,中楼层 ,56.4㎡,南 北,精装,一梯两户,无,70年,木樨地,710.0,125887,板楼,7
2286,白纸坊西街,二环内,1982,3室1厅1厨1卫,中楼层 ,73.21㎡,东北,简装,两梯八户,有,70年,右安门内,660.0,90152,塔楼,16
2287,虎坊路小区,二环内,1955,2室1厅1厨1卫,中楼层 ,56.41㎡,南 北,其他,一梯三户,无,70年,陶然亭,600.0,106365,板楼,4
2288,南礼士路甲62号院,二至三环,1980,2室1厅1厨1卫,中楼层 ,58.1㎡,东 西,其他,一梯三户,无,70年,月坛,750.0,129088,板楼,6
2289,西便门外大街,二至三环,1955,3室1厅1厨1卫,底层 ,98.3㎡,东,其他,一梯三户,无,70年,木樨地,1000.0,101730,板楼,4
2290,中信禧园,二环内,2013,1室1厅1厨1卫,中楼层 ,70.23㎡,西,其他,两梯四户,有,70年,陶然亭,1046.0,148940,板塔结合,20
2291,城市之光,二环内,1997,2室1厅1厨1卫,顶层 ,83.24㎡,北,简装,三梯十户,有,70年,牛街,620.0,74484,塔楼,16
2292,铁二区,二至三环,1991,2室1厅1厨1卫,底层 ,71.7㎡,西南,其他,两梯十户,有,70年,月坛,923.0,128731,塔楼,18
2293,月坛北街,二至三环,1973,2室1厅1厨1卫,顶层 ,50.5㎡,东,精装,一梯三户,无,70年,月坛,600.0,118812,板楼,4
2294,天安国汇,二环内,2008,2室2厅1厨2卫,中楼层 ,173.04㎡,西北,精装,六梯十四户,有,70年,西单,1700.0,98244,塔楼,17
2295,牛街东里,二环内,1999,1室1厅1厨1卫,中楼层 ,56.98㎡,东南,其他,三梯十二户,有,70年,牛街,535.0,93893,塔楼,20
2296,天桥北里,二环内,2002,2室1厅1厨1卫,中楼层 ,83.8㎡,东,其他,一梯四户,无,70年,陶然亭,750.0,89499,板楼,7
2297,富国里小区,二环内,1998,1室1厅1厨1卫,底层 ,51.7㎡,南 北,其他,一梯三户,无,70年,官园,725.0,140233,板楼,5
2298,真武庙三里,二至三环,1976,2室1厅1厨1卫,中楼层 ,53.2㎡,东,简装,一梯三户,无,70年,木樨地,658.0,123685,板楼,6
2299,三义西里,二至三环,1980,2室1厅1厨1卫,顶层 ,54.68㎡,南 北,简装,一梯三户,无,70年,马连道,495.0,90527,板楼,5
2300,裕中东里,三至四环,1990,1室1厅1厨1卫,高楼层 ,57.6㎡,南,其他,两梯八户,有,70年,马甸,855.0,148438,塔楼,16
2301,永乐里10号院,二环内,1984,3室1厅1厨1卫,顶层 ,69.81㎡,东 南 西,其他,一梯三户,暂无数据,70年,右安门内,680.0,97408,板楼,6
2302,新风南里,二至三环,1992,2室1厅1厨1卫,顶层 ,74.9㎡,东南,其他,一梯四户,无,70年,马甸,980.0,130842,板楼,6
2303,儒福里,二环内,1993,1室1厅1厨1卫,底层 ,54.74㎡,东 西,精装,一梯两户,无,70年,陶然亭,640.0,116917,板楼,5
2304,益民巷,二环内,1950,2室1厅1厨1卫,中楼层 ,83.09㎡,东 西,其他,一梯四户,暂无数据,70年,牛街,570.0,68601,板楼,6
2305,百万庄丑区,二至三环,1954,2室1厅1厨1卫,低楼层 ,60.3㎡,东 西 北,毛坯,一梯两户,暂无数据,70年,阜成门,598.0,99171,板楼,3
2306,平原里小区,二环内,1998,1室1厅1厨1卫,低楼层 ,44.24㎡,南,简装,一梯三户,无,70年,牛街,528.0,119350,板楼,6
2307,砖塔胡同78号院,二环内,1958,2室1厅1厨1卫,顶层 ,62.1㎡,西北,其他,一梯四户,无,70年,金融街,633.0,101933,板楼,4
2308,大钱市胡同,二至三环,1993,2室1厅1厨1卫,高楼层 ,55.6㎡,西北,简装,两梯七户,有,70年,西直门,610.0,109713,塔楼,16
2309,西豪逸景,二至三环,2002,2室1厅1厨1卫,高楼层 ,72.65㎡,西,其他,三梯十三户,有,70年,广安门,660.0,90847,塔楼,28
2310,丽水莲花,二至三环,2009,2室1厅1厨1卫,高楼层 ,103.37㎡,西北,精装,两梯八户,有,70年,广安门,988.0,95579,板塔结合,20
2311,中信锦园,二环内,2009,2室1厅1厨1卫,高楼层 ,96.26㎡,南 北,简装,两梯四户,有,70年,陶然亭,1420.0,147518,板塔结合,18
2312,湾子街社区,二至三环,1991,1室1厅1厨1卫,低楼层 ,45.44㎡,东 西,精装,一梯两户,无,70年,太平桥,410.0,90229,板楼,6
2313,红莲北里,二至三环,1986,2室1厅1厨1卫,中楼层 ,61.44㎡,南 北,其他,一梯三户,无,70年,马连道,620.0,100912,板楼,6
2314,德宝新园,二至三环,1992,2室1厅1厨1卫,顶层 ,59.8㎡,东,其他,一梯十四户,无,70年,西直门,618.0,103345,板楼,6
2315,锦上国际公寓,二环内,2007,1室1厅1厨1卫,底层 ,64.57㎡,北,精装,五梯二十五户,有,70年,长椿街,490.0,75887,塔楼,16
2316,永乐里10号院,二环内,1984,3室1厅1厨1卫,顶层 ,62.73㎡,南 北,其他,一梯三户,暂无数据,70年,右安门内,680.0,108402,板楼,6
2317,白云观,二至三环,1980,2室1厅1厨1卫,底层 ,61.6㎡,南 北,其他,一梯三户,无,70年,木樨地,800.0,129871,板楼,6
2318,富国里小区,二环内,1996,1室1厅1厨1卫,中楼层 ,79.9㎡,东北,简装,一梯三户,无,70年,官园,1050.0,131415,板楼,5
2319,建功北里,二环内,1996,1室1厅1厨1卫,高楼层 ,48.67㎡,南,简装,一梯三户,无,70年,白纸坊,485.0,99651,板楼,6
2320,月坛西街东里22号院,二至三环,1985,1室1厅1厨1卫,中楼层 ,41.3㎡,南,其他,一梯三户,无,70年,月坛,608.0,147216,板楼,6
2321,木樨地,二至三环,1996,2室1厅1厨1卫,中楼层 ,69.4㎡,西北,精装,一梯八户,有,70年,木樨地,800.0,115274,塔楼,18
2322,展览路,二至三环,1994,1室1厅1厨1卫,中楼层 ,44.6㎡,南 北,简装,一梯两户,无,70年,阜成门,550.0,123319,板楼,7
2323,马连道中里,二至三环,1995,2室1厅1厨1卫,高楼层 ,63.95㎡,东南,精装,两梯八户,有,70年,马连道,650.0,101642,塔楼,18
2324,北露园,二至三环,1993,1室1厅1厨1卫,地下室 ,40㎡,西,其他,一梯三户,无,70年,阜成门,385.0,96250,板楼,6
2325,北广家园,二至三环,2005,2室1厅1厨1卫,高楼层 ,84.96㎡,南 北,其他,一梯四户,有,70年,六铺炕,1260.0,148306,板塔结合,17
2326,真武庙,二至三环,1980,3室1厅1厨1卫,中楼层 ,67.3㎡,东 南 西,精装,一梯两户,无,70年,木樨地,850.0,126301,板楼,6
2327,马甸南村,二至三环,1987,1室1厅1厨1卫,中楼层 ,46.7㎡,南,简装,一梯三户,无,70年,马甸,710.0,152035,板楼,7
2328,红居南街,二至三环,1995,1室1厅1厨1卫,高楼层 ,46.82㎡,南 北,简装,一梯三户,无,70年,广安门,445.0,95045,板楼,6
2329,荣丰2008,二至三环,2006,1室0厅1厨1卫,高楼层 ,38.16㎡,北,精装,三梯二十七户,有,70年,广安门,373.0,97747,塔楼,26
2330,华仁路小区,二环内,1976,3室0厅1厨1卫,高楼层 ,57.59㎡,南 北,其他,一梯三户,无,70年,陶然亭,520.0,90294,板楼,6
2331,常青藤嘉园,二至三环,2005,1室1厅1厨1卫,高楼层 ,63.45㎡,南,其他,两梯六户,有,70年,马连道,590.0,92987,板楼,16
2332,信和嘉园,二至三环,2006,2室1厅1厨1卫,低楼层 ,89.39㎡,东南,简装,两梯五户,有,70年,马连道,988.0,110527,板塔结合,18
2333,清芷园,二环内,2003,1室1厅1厨1卫,中楼层 ,72.69㎡,南 北,简装,两梯七户,有,70年,右安门内,880.0,121063,板塔结合,18
2334,新明胡同,二至三环,1991,1室1厅1厨1卫,中楼层 ,48.2㎡,南,其他,两梯七户,有,70年,马甸,710.0,147303,塔楼,18
2335,安德路,二至三环,1979,2室1厅1厨1卫,中楼层 ,43.6㎡,南,精装,一梯三户,无,70年,六铺炕,700.0,160551,板楼,5
2336,教场口6号院,二至三环,2003,1室1厅1厨1卫,中楼层 ,60.15㎡,南 北,简装,一梯两户,无,70年,六铺炕,840.0,139651,板楼,6
2337,复兴门外大街,二至三环,1982,2室1厅1厨1卫,中楼层 ,63.9㎡,南 北,其他,两梯十八户,有,70年,木樨地,890.0,139281,板塔结合,12
2338,地藏庵,二至三环,1955,3室1厅1厨1卫,中楼层 ,77.8㎡,南 北,其他,一梯四户,无,70年,月坛,860.0,110540,板楼,4
2339,北礼士路62号院,二至三环,1996,1室1厅1厨1卫,中楼层 ,46.8㎡,西,精装,一梯六户,无,70年,阜成门,568.0,121368,板楼,6
2340,教场口6号院,二至三环,2003,1室1厅1厨1卫,底层 ,56.51㎡,东,其他,一梯五户,无,70年,六铺炕,819.0,144931,板楼,6
2341,槐柏树街南里,二环内,1992,2室1厅1厨1卫,中楼层 ,60.03㎡,东 西,其他,一梯两户,无,70年,长椿街,560.0,93287,板楼,6
2342,车站东街甲9号院,二至三环,1995,2室1厅1厨1卫,高楼层 ,53.15㎡,南,简装,一梯三户,无,70年,天宁寺,600.0,112889,板楼,6
2343,平原里小区,二环内,2000,2室1厅1厨1卫,高楼层 ,67.1㎡,南 北,简装,两梯两户,有,70年,牛街,668.0,99553,板楼,12
2344,西便门西里,二至三环,1984,2室1厅1厨1卫,中楼层 ,54.41㎡,南 北,其他,一梯两户,无,70年,木樨地,620.0,113950,板楼,6
2345,三里河一区5号院,二至三环,2004,3室1厅1厨2卫,高楼层 ,111.69㎡,西南,精装,两梯十二户,有,70年,月坛,1896.0,169756,塔楼,19
2346,马甸南村,二至三环,1992,2室1厅1厨1卫,高楼层 ,65.3㎡,南 西 北,精装,一梯两户,无,70年,马甸,930.0,142420,板楼,6
2347,三里河一区3号院,二至三环,1999,2室1厅1厨1卫,低楼层 ,76.3㎡,东南,精装,两梯十二户,有,70年,月坛,1260.0,165138,塔楼,18
2348,西便门西里,二至三环,1983,3室1厅1厨1卫,中楼层 ,81.55㎡,西北,简装,两梯七户,有,70年,木樨地,890.0,109136,塔楼,16
2349,新开胡同,二环内,1978,3室1厅1厨1卫,顶层 ,57.1㎡,南 北,简装,一梯三户,暂无数据,70年,六铺炕,830.0,145360,板楼,5
2350,红土店南里,二环内,1962,2室1厅1厨1卫,顶层 ,68.95㎡,南 北,其他,一梯三户,无,70年,陶然亭,760.0,110225,板楼,5
2351,天桥南里,二环内,2002,2室1厅1厨1卫,高楼层 ,51.73㎡,西,简装,一梯五户,无,70年,陶然亭,550.0,106322,板楼,7
2352,马连道北街,二至三环,1987,2室1厅1厨1卫,高楼层 ,50.85㎡,东南,毛坯,一梯五户,无,70年,马连道,500.0,98329,板楼,6
2353,东南园,二环内,1991,2室1厅1厨1卫,底层 ,49.34㎡,南 北,其他,一梯八户,无,70年,宣武门,570.0,115525,板楼,3
2354,月坛南街19号院,二至三环,1992,1室1厅1厨1卫,高楼层 ,43.5㎡,南 北,简装,两梯二十户,有,70年,月坛,610.0,140230,板塔结合,14
2355,小石桥胡同3号院,二环内,1983,2室1厅1厨1卫,中楼层 ,54.2㎡,南,精装,一梯三户,无,70年,六铺炕,810.0,149447,板楼,6
2356,长安兴融中心,二环内,2005,1室1厅1厨1卫,低楼层 ,54.04㎡,北,其他,六梯十九户,有,70年,金融街,830.0,153590,板塔结合,14
2357,常青藤嘉园,二至三环,2004,1室1厅1厨1卫,底层 ,62.71㎡,南,简装,两梯六户,有,70年,马连道,540.0,86111,板楼,16
2358,贵仁居,二环内,2007,1室1厅1厨1卫,中楼层 ,85.34㎡,东南 东北,其他,三梯十一户,有,70年,牛街,900.0,105461,塔楼,18
2359,白云观,二至三环,1991,2室1厅1厨1卫,中楼层 ,68.2㎡,南 北,简装,一梯四户,无,70年,木樨地,820.0,120235,板楼,6
2360,月坛西街乙2号院,二至三环,1990,1室1厅1厨1卫,低楼层 ,43.5㎡,南 北,其他,两梯八户,有,70年,月坛,651.0,149656,塔楼,18
2361,德胜置业,二至三环,2005,1室1厅1厨1卫,中楼层 ,113.79㎡,北,简装,三梯九户,有,70年,六铺炕,910.0,79972,板楼,20
2362,锦上国际公寓,二环内,2007,1室1厅1厨1卫,底层 ,89.49㎡,北,精装,五梯二十五户,有,70年,长椿街,650.0,72634,塔楼,16
2363,新纪元公寓,二至三环,1998,2室2厅1厨1卫,中楼层 ,122.38㎡,西北,精装,两梯七户,有,70年,广安门,920.0,75176,塔楼,21
2364,红莲南里,二至三环,1992,2室1厅1厨1卫,顶层 ,61.13㎡,南 北,其他,一梯两户,无,70年,马连道,537.0,87846,板楼,7
2365,德胜门西大街64号,二环内,1983,1室1厅1厨1卫,高楼层 ,48.9㎡,南 北,精装,一梯六户,有,70年,新街口,615.0,125767,板楼,12
2366,新风北街,二至三环,1995,2室1厅1厨1卫,中楼层 ,63.2㎡,东 西,简装,一梯三户,无,70年,马甸,890.0,140823,板楼,6
2367,塔院胡同12号院,二至三环,1985,2室1厅1厨1卫,顶层 ,57.3㎡,南 北,精装,一梯三户,无,70年,六铺炕,720.0,125655,板楼,6
2368,新风南里,二至三环,1997,2室1厅1厨1卫,地下室 ,64.1㎡,南 北,其他,一梯两户,无,70年,马甸,750.0,117005,板楼,6
2369,朗琴园,二至三环,2004,1室1厅1厨1卫,中楼层 ,58.86㎡,北,精装,两梯六户,有,70年,广安门,668.0,113490,板塔结合,29
2370,车站西街15号院,二至三环,1993,1室1厅1厨1卫,底层 ,40.39㎡,南,其他,一梯三户,无,70年,广安门,460.0,113890,板楼,6
2371,新明胡同,二至三环,1991,2室1厅1厨1卫,底层 ,55.3㎡,西北,简装,两梯七户,有,70年,马甸,726.0,131284,塔楼,18
2372,槐柏树街南里,二环内,1992,2室1厅1厨1卫,底层 ,64.99㎡,西 北,其他,一梯两户,无,70年,长椿街,590.0,90784,板楼,6
2373,丽水莲花,二至三环,2009,2室1厅1厨1卫,中楼层 ,89.53㎡,东北,精装,两梯四户,有,70年,广安门,760.0,84888,塔楼,24
2374,椿树园,二环内,1999,2室1厅1厨1卫,中楼层 ,67.48㎡,东 南 北,简装,一梯三户,有,70年,宣武门,788.0,116776,板塔结合,13
2375,德胜里一区,二至三环,1982,3室1厅1厨1卫,顶层 ,60.9㎡,南 北,精装,一梯三户,无,70年,德胜门,898.0,147455,板楼,5
2376,建功南里,二环内,1996,2室1厅0厨1卫,地下室 ,53.21㎡,南,简装,两梯十户,有,70年,白纸坊,320.0,60140,塔楼,16
2377,永乐里10号院,二环内,1984,2室1厅1厨1卫,中楼层 ,57.75㎡,东 西,简装,一梯两户,暂无数据,70年,右安门内,640.0,110823,板楼,6
2378,裕中东里,三至四环,1997,2室1厅1厨1卫,顶层 ,74.8㎡,南 北,简装,一梯三户,无,70年,马甸,980.0,131017,板楼,6
2379,青春无限,二环内,2004,1室1厅1厨1卫,低楼层 ,67.49㎡,北,其他,三梯十六户,有,70年,牛街,600.0,88903,塔楼,22
2380,国电中兴家园,二至三环,2003,2室1厅1厨1卫,低楼层 ,118.7㎡,西北,其他,一梯四户,有,70年,月坛,1300.0,109520,板塔结合,16
2381,政泰家园,二至三环,2004,1室1厅1厨1卫,中楼层 ,61.97㎡,西 北,其他,两梯七户,有,70年,菜户营,440.0,71003,塔楼,22
2382,砖塔胡同78号院,二环内,1958,3室1厅1厨1卫,底层 ,87㎡,西,其他,一梯四户,无,70年,金融街,880.0,101150,板楼,4
2383,红居街10号院,二至三环,2004,2室2厅1厨1卫,顶层 ,89.78㎡,东南,简装,两梯六户,有,70年,广安门,1080.0,120295,板楼,20
2384,新文化街,二环内,1985,2室1厅1厨1卫,顶层 ,73.9㎡,南,简装,两梯七户,有,70年,金融街,988.0,133695,塔楼,16
2385,小红庙,二至三环,1986,2室1厅1厨1卫,高楼层 ,65.1㎡,东 西,精装,一梯两户,无,70年,广安门,580.0,89094,板楼,6
2386,月坛南街19号院,二至三环,1997,1室1厅1厨1卫,低楼层 ,68.2㎡,东 西,精装,两梯九户,有,70年,月坛,850.0,124634,板楼,13
2387,白菜湾社区,二至三环,1992,1室1厅1厨1卫,低楼层 ,42.89㎡,西,精装,一梯四户,无,70年,天宁寺,526.0,122640,板楼,6
2388,牛街东里,二环内,1999,2室1厅1厨1卫,中楼层 ,81.23㎡,西北,精装,三梯十二户,有,70年,牛街,720.0,88638,塔楼,20
